date,gross_return,transaction_cost,net_return,equity,one_way_turnover,equity_exposure,etf_weight,cash_weight,holding_count,holdings,return_weights,asset_weights,target_drift_due_to_trade_lock,pending_execution
2023-09-01,0.0,0.0002,-0.0002,0.9998,0.5,0.0,1.0,0.0,0,[],{},"{""515180"": 1.0}",0.0,False
2023-09-04,0.013227513227513255,0.0005250000000000001,0.012702513227513255,1.0124999727248676,0.75,0.75,0.25,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""515180"": 1.0}","{""300017"": 0.043130056734229684, ""300408"": 0.08118651987969619, ""300782"": 0.041775149158073774, ""515180"": 0.25, ""600026"": 0.04021265967480757, ""600426"": 0.07211394094298978, ""600522"": 0.0625305216276467, ""600900"": 0.1384527965756292, ""600938"": 0.08036936446047127, ""601872"": 0.055275177189504046, ""601899"": 0.06198990524764726, ""603629"": 0.028060493665363492, ""688676"": 0.044903414843941065}",0.0,False
2023-09-05,0.005105762073736846,0.0,0.005105762073736846,1.0176695566852658,0.0,0.7473734022156228,0.25262659778437724,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.043130056734229684, ""300408"": 0.08118651987969619, ""300782"": 0.041775149158073774, ""515180"": 0.25, ""600026"": 0.04021265967480757, ""600426"": 0.07211394094298978, ""600522"": 0.0625305216276467, ""600900"": 0.1384527965756292, ""600938"": 0.08036936446047127, ""601872"": 0.055275177189504046, ""601899"": 0.06198990524764726, ""603629"": 0.028060493665363492, ""688676"": 0.044903414843941065}","{""300017"": 0.04361766586240101, ""300408"": 0.07981749619681651, ""300782"": 0.04257114425516696, ""515180"": 0.25262659778437724, ""600026"": 0.040874646543098386, ""600426"": 0.0705392518559673, ""600522"": 0.0632045332551116, ""600900"": 0.13609392422317682, ""600938"": 0.08057180297960899, ""601872"": 0.056437270192893865, ""601899"": 0.06249370212192581, ""603629"": 0.027199810351226983, ""688676"": 0.0439521543782285}",0.0,False
2023-09-06,-0.010236058736591275,0.0,-0.010236058736591275,1.0072526313285945,0.0,0.7480414683931356,0.25195853160686443,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.04361766586240101, ""300408"": 0.07981749619681651, ""300782"": 0.04257114425516696, ""515180"": 0.25262659778437724, ""600026"": 0.040874646543098386, ""600426"": 0.0705392518559673, ""600522"": 0.0632045332551116, ""600900"": 0.13609392422317682, ""600938"": 0.08057180297960899, ""601872"": 0.056437270192893865, ""601899"": 0.06249370212192581, ""603629"": 0.027199810351226983, ""688676"": 0.0439521543782285}","{""300017"": 0.04292633870920163, ""300408"": 0.08048623199828323, ""300782"": 0.042373068648904194, ""515180"": 0.25195853160686443, ""600026"": 0.03902828263638244, ""600426"": 0.0710465262421751, ""600522"": 0.06285627803121598, ""600900"": 0.13859227349196498, ""600938"": 0.08294761181016763, ""601872"": 0.05483423473750145, ""601899"": 0.06269885405468062, ""603629"": 0.026458799773138534, ""688676"": 0.04379296825951977}",0.0,False
2023-09-07,-0.0029702982188297123,0.0,-0.0029702982188297123,1.0042607906318477,0.0,0.7468521156769684,0.2531478843230316,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.04292633870920163, ""300408"": 0.08048623199828323, ""300782"": 0.042373068648904194, ""515180"": 0.25195853160686443, ""600026"": 0.03902828263638244, ""600426"": 0.0710465262421751, ""600522"": 0.06285627803121598, ""600900"": 0.13859227349196498, ""600938"": 0.08294761181016763, ""601872"": 0.05483423473750145, ""601899"": 0.06269885405468062, ""603629"": 0.026458799773138534, ""688676"": 0.04379296825951977}","{""300017"": 0.042767767349754515, ""300408"": 0.0804640169624075, ""300782"": 0.04212128746316458, ""515180"": 0.2531478843230316, ""600026"": 0.03660861079089998, ""600426"": 0.07105844369572761, ""600522"": 0.06304353613430443, ""600900"": 0.1392239856278693, ""600938"": 0.08340100991496488, ""601872"": 0.05228217917372797, ""601899"": 0.062443176022269356, ""603629"": 0.030394045953802042, ""688676"": 0.04304405658807621}",0.0,False
2023-09-08,-0.00977043684095631,0.0,-0.00977043684095631,0.9944487240051303,0.0,0.7459050561669893,0.25409494383301073,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.042767767349754515, ""300408"": 0.0804640169624075, ""300782"": 0.04212128746316458, ""515180"": 0.2531478843230316, ""600026"": 0.03660861079089998, ""600426"": 0.07105844369572761, ""600522"": 0.06304353613430443, ""600900"": 0.1392239856278693, ""600938"": 0.08340100991496488, ""601872"": 0.05228217917372797, ""601899"": 0.062443176022269356, ""603629"": 0.030394045953802042, ""688676"": 0.04304405658807621}","{""300017"": 0.042104943894320034, ""300408"": 0.07961754387390042, ""300782"": 0.04293583389339827, ""515180"": 0.25409494383301073, ""600026"": 0.03706832074070579, ""600426"": 0.07054637417145458, ""600522"": 0.06232787070139221, ""600900"": 0.1403767019724928, ""600938"": 0.08339063298183404, ""601872"": 0.0529035085946264, ""601899"": 0.06345027164695417, ""603629"": 0.029238781058127328, ""688676"": 0.04194427263778327}",0.0,False
2023-09-11,0.003591050650298293,0.0,0.003591050650298293,0.9980198397421572,0.0,0.7481386830898463,0.2518613169101538,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.042104943894320034, ""300408"": 0.07961754387390042, ""300782"": 0.04293583389339827, ""515180"": 0.25409494383301073, ""600026"": 0.03706832074070579, ""600426"": 0.07054637417145458, ""600522"": 0.06232787070139221, ""600900"": 0.1403767019724928, ""600938"": 0.08339063298183404, ""601872"": 0.0529035085946264, ""601899"": 0.06345027164695417, ""603629"": 0.029238781058127328, ""688676"": 0.04194427263778327}","{""300017"": 0.042746961921441284, ""300408"": 0.08065082484149985, ""300782"": 0.043340777846334666, ""515180"": 0.2518613169101538, ""600026"": 0.037426413782798956, ""600426"": 0.0700900425119299, ""600522"": 0.06238062545955912, ""600900"": 0.1399478038108616, ""600938"": 0.08210626360508123, ""601872"": 0.05271420919940093, ""601899"": 0.06249972849554818, ""603629"": 0.030936554126764822, ""688676"": 0.043298477488625704}",0.0,False
2023-09-12,0.004671434525035825,0.0,0.004671434525035825,1.0026820240781995,0.0,0.7473323672384692,0.25266763276153087,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.042746961921441284, ""300408"": 0.08065082484149985, ""300782"": 0.043340777846334666, ""515180"": 0.2518613169101538, ""600026"": 0.037426413782798956, ""600426"": 0.0700900425119299, ""600522"": 0.06238062545955912, ""600900"": 0.1399478038108616, ""600938"": 0.08210626360508123, ""601872"": 0.05271420919940093, ""601899"": 0.06249972849554818, ""603629"": 0.030936554126764822, ""688676"": 0.043298477488625704}","{""300017"": 0.04326546647825786, ""300408"": 0.08030206238592962, ""300782"": 0.04244342818349286, ""515180"": 0.25266763276153087, ""600026"": 0.03757802446854681, ""600426"": 0.06981053347107344, ""600522"": 0.06259381265934831, ""600900"": 0.1402468228506639, ""600938"": 0.08187945031158736, ""601872"": 0.05257370669444268, ""601899"": 0.06292926387615327, ""603629"": 0.030818155024288682, ""688676"": 0.042891640834684434}",0.0,False
2023-09-13,0.0012827877594124722,0.0,0.0012827877594124722,1.0039682523052698,0.0,0.747875500445356,0.2521244995546442,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.04326546647825786, ""300408"": 0.08030206238592962, ""300782"": 0.04244342818349286, ""515180"": 0.25266763276153087, ""600026"": 0.03757802446854681, ""600426"": 0.06981053347107344, ""600522"": 0.06259381265934831, ""600900"": 0.1402468228506639, ""600938"": 0.08187945031158736, ""601872"": 0.05257370669444268, ""601899"": 0.06292926387615327, ""603629"": 0.030818155024288682, ""688676"": 0.042891640834684434}","{""300017"": 0.04342494120251584, ""300408"": 0.08046125556182239, ""300782"": 0.04254915983017502, ""515180"": 0.2521244995546442, ""600026"": 0.03704205817820014, ""600426"": 0.07041025719854038, ""600522"": 0.06210240724850753, ""600900"": 0.14108862897909313, ""600938"": 0.0823935861261972, ""601872"": 0.05240188272539515, ""601899"": 0.06157617869627327, ""603629"": 0.030415609440956237, ""688676"": 0.04400953525767973}",0.0,False
2023-09-14,0.00018987217799303372,0.0,0.00018987217799303372,1.0041588779439707,0.0,0.7470458113939638,0.2529541886060366,0.0,12,"[""300017"", ""300408"", ""300782"", ""600026"", ""600426"", ""600522"", ""600900"", ""600938"", ""601872"", ""601899"", ""603629"", ""688676""]","{""300017"": 0.04342494120251584, ""300408"": 0.08046125556182239, ""300782"": 0.04254915983017502, ""515180"": 0.2521244995546442, ""600026"": 0.03704205817820014, ""600426"": 0.07041025719854038, ""600522"": 0.06210240724850753, ""600900"": 0.14108862897909313, ""600938"": 0.0823935861261972, ""601872"": 0.05240188272539515, ""601899"": 0.06157617869627327, ""603629"": 0.030415609440956237, ""688676"": 0.04400953525767973}","{""300017"": 0.041626170625626666, ""300408"": 0.07958130865147549, ""300782"": 0.04231629290841606, ""515180"": 0.2529541886060366, ""600026"": 0.036482264671175775, ""600426"": 0.07073272066629914, ""600522"": 0.06108561973685231, ""600900"": 0.14303147334121816, ""600938"": 0.08263582721818624, ""601872"": 0.052391934954596056, ""601899"": 0.06222825739144252, ""603629"": 0.03033179171562159, ""688676"": 0.044602149513053795}",0.0,False
