date,symbol,sector,return_weight,open_return,gross_contribution
2023-09-04,515180,defensive_etf,1.0,0.013227513227513255,0.013227513227513255
2023-09-05,515180,defensive_etf,1.0,0.015665796344647598,0.015665796344647598
2023-09-06,515180,defensive_etf,1.0,-0.012853470437018122,-0.012853470437018122
2023-09-07,515180,defensive_etf,1.0,0.0017361111111111605,0.0017361111111111605
2023-09-08,515180,defensive_etf,1.0,-0.0060658578856152,-0.0060658578856152
2023-09-11,515180,defensive_etf,1.0,-0.005231037489102031,-0.005231037489102031
2023-09-12,515180,defensive_etf,1.0,0.007887817703768452,0.007887817703768452
2023-09-13,515180,defensive_etf,1.0,-0.0008695652173912327,-0.0008695652173912327
2023-09-14,515180,defensive_etf,1.0,0.003481288076588429,0.003481288076588429
2023-09-15,515180,defensive_etf,1.0,0.012142237640936804,0.012142237640936804
2023-09-18,515180,defensive_etf,1.0,-0.0025706940874037354,-0.0025706940874037354
2023-09-19,515180,defensive_etf,1.0,-0.0008591065292095079,-0.0008591065292095079
2023-09-20,515180,defensive_etf,1.0,0.006878761822871837,0.006878761822871837
2023-09-21,515180,defensive_etf,1.0,0.0034158838599487318,0.0034158838599487318
2023-09-22,515180,defensive_etf,1.0,-0.009361702127659632,-0.009361702127659632
2023-09-25,515180,defensive_etf,1.0,0.0077319587628867925,0.0077319587628867925
2023-09-26,515180,defensive_etf,1.0,-0.0034100596760443525,-0.0034100596760443525
2023-09-27,515180,defensive_etf,1.0,-0.007698887938409005,-0.007698887938409005
2023-09-28,515180,defensive_etf,1.0,0.0034482758620688614,0.0034482758620688614
2023-10-09,515180,defensive_etf,1.0,-0.005154639175257714,-0.005154639175257714
2023-10-10,515180,defensive_etf,1.0,-0.003454231433506094,-0.003454231433506094
2023-10-11,515180,defensive_etf,1.0,-0.009532062391681029,-0.009532062391681029
2023-10-12,515180,defensive_etf,1.0,-0.002624671916010568,-0.002624671916010568
2023-10-13,515180,defensive_etf,1.0,0.0052631578947368585,0.0052631578947368585
2023-10-16,515180,defensive_etf,1.0,0.003490401396160525,0.003490401396160525
2023-10-17,515180,defensive_etf,1.0,0.0017391304347826875,0.0017391304347826875
2023-10-18,515180,defensive_etf,1.0,0.0017361111111111605,0.0017361111111111605
2023-10-19,515180,defensive_etf,1.0,-0.012131715771230511,-0.012131715771230511
2023-10-20,515180,defensive_etf,1.0,-0.018421052631578894,-0.018421052631578894
2023-10-23,515180,defensive_etf,1.0,-0.00536193029490617,-0.00536193029490617
2023-10-24,515180,defensive_etf,1.0,-0.008984725965858087,-0.008984725965858087
2023-10-25,515180,defensive_etf,1.0,0.0072529465095194645,0.0072529465095194645
2023-10-26,515180,defensive_etf,1.0,0.0027002700270029045,0.0027002700270029045
2023-10-27,515180,defensive_etf,1.0,0.008976660682226134,0.008976660682226134
2023-10-30,515180,defensive_etf,1.0,0.003558718861209842,0.003558718861209842
2023-10-31,515180,defensive_etf,1.0,-0.013297872340425454,-0.013297872340425454
2023-11-01,515180,defensive_etf,1.0,0.003593890386343279,0.003593890386343279
2023-11-02,515180,defensive_etf,1.0,-0.0035810205908684,-0.0035810205908684
2023-11-03,515180,defensive_etf,1.0,0.003593890386343279,0.003593890386343279
2023-11-06,515180,defensive_etf,1.0,-0.0017905102954342,-0.0017905102954342
2023-11-07,515180,defensive_etf,1.0,-0.004484304932735328,-0.004484304932735328
2023-11-08,515180,defensive_etf,1.0,-0.0018018018018017834,-0.0018018018018017834
